ar15,pidlink,ar09,hhid00,protestant,catholic,muslim,religion_other,sc01,sc05,commid00,rural,n_sumatra,w_sumatra,s_sumatra,lampung,jakarta,c_java,yogyakarta,e_java,bali,w_nussa_tengara,s_kalimanthan,s_sulawesi,lwages,edu,upsec,une_p,ele_p,sec_p,missing_p,une_m,ele_m,sec_m,missing_m,dist_sec,exp,dist_health
1,123190003,30,1231900,0,0,1,0,32,1,3211,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8552985,9,0,0,1,0,0,0,1,0,0,3,2000,1
1,123020014,28,1230200,0,0,1,0,32,1,3211,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5363641,6,0,1,0,0,0,1,0,0,0,3,2000,1
1,157100010,47,1571011,0,0,1,0,32,1,3211,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0255384,9,0,1,0,0,0,0,0,0,1,3,2000,1
1,121210004,32,1212131,0,0,1,0,32,1,3211,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7186856,12,1,0,1,0,0,0,0,0,1,3,2000,1
1,123090003,26,1230931,0,0,1,0,32,1,3211,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3540425,6,0,1,0,0,0,1,0,0,0,3,2000,1
1,123120002,35,1231231,0,0,1,0,32,2,3211,1,0,0,0,0,0,0,0,0,0,0,0,0,8.2548285,9,0,0,1,0,0,0,0,0,1,3,2000,1
1,121110001,36,1211131,0,0,1,0,32,1,3211,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5645347,9,0,0,1,0,0,0,0,0,1,3,2000,1
1,123190003,29,1231931,0,0,1,0,32,1,3211,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8552985,9,0,0,1,0,0,0,1,0,0,3,2000,1
1,119150001,35,1191500,0,0,1,0,32,2,3211,1,0,0,0,0,0,0,0,0,0,0,0,0,6.3889613,3,0,1,0,0,0,1,0,0,0,3,2000,1
1,121110007,25,1211100,0,0,1,0,32,1,3211,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9983993,6,0,0,1,0,0,1,0,0,0,3,2000,1
1,120050001,35,1200500,0,0,1,0,32,2,3211,1,0,0,0,0,0,0,0,0,0,0,0,0,9.028019,16,1,0,1,0,0,0,1,0,0,3,2000,1
1,121190014,32,1211933,0,0,1,0,32,1,3211,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0131159,12,1,0,1,0,0,0,1,0,0,3,2000,1
1,121140001,48,1211400,0,0,1,0,32,1,3211,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5363641,5,0,0,0,0,1,0,0,0,1,3,2000,1
1,122190009,32,1221932,0,0,1,0,32,1,3211,0,0,0,0,0,0,0,0,0,0,0,0,0,7.749938,6,0,0,0,0,1,0,0,0,1,3,2000,1
1,124200001,57,1242000,0,0,1,0,32,1,3211,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8648682,6,0,1,0,0,0,0,0,0,1,3,2000,1
1,121210006,37,1212100,0,0,1,0,32,1,3211,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9294066,12,1,0,0,0,1,0,0,0,1,3,2000,1
1,120290001,55,1202900,0,0,1,0,32,2,3211,1,0,0,0,0,0,0,0,0,0,0,0,0,6.9485774,6,0,0,0,0,1,0,0,0,1,3,2000,1
1,122090001,36,1220900,0,0,1,0,32,1,3211,0,0,0,0,0,0,0,0,0,0,0,0,0,6.976748,9,0,0,1,0,0,0,0,0,1,3,2000,1
1,120210001,42,1202100,0,0,1,0,32,2,3211,1,0,0,0,0,0,0,0,0,0,0,0,0,6.7944264,2,0,1,0,0,0,0,0,0,1,3,2000,1
1,158150001,47,1581500,0,0,1,0,32,1,3211,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1458015,12,1,0,0,1,0,0,0,1,0,3,2000,1
1,121280003,28,1212831,0,0,1,0,32,1,3211,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4875736,6,0,0,0,0,1,0,0,0,1,3,2000,1
1,121280003,31,1212800,0,0,1,0,32,1,3211,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4875736,6,0,0,0,0,1,0,0,0,1,3,2000,1
1,121190006,26,1211900,0,0,1,0,32,1,3211,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5239415,9,0,0,1,0,0,0,1,0,0,3,2000,1
1,123010001,44,1230131,0,0,1,0,32,2,3211,1,0,0,0,0,0,0,0,0,0,0,0,0,7.8648682,4,0,1,0,0,0,1,0,0,0,3,2000,1
1,123010009,25,1230100,0,0,1,0,32,1,3211,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8432169,9,0,0,1,0,0,0,0,0,1,3,2000,1
1,121190004,30,1211932,0,0,1,0,32,1,3211,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9485774,9,0,0,1,0,0,0,1,0,0,3,2000,1
1,122050004,27,1220500,0,0,1,0,32,1,3211,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9297342,8,0,1,0,0,0,0,0,0,1,3,2000,1
1,121190014,32,1211900,0,0,1,0,32,1,3211,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0131159,12,1,0,1,0,0,0,1,0,0,3,2000,1
1,119020001,32,1190200,0,0,1,0,32,2,3211,1,0,0,0,0,0,0,0,0,0,0,0,0,6.3016195,9,0,1,0,0,0,1,0,0,0,3,2000,1
1,121110007,25,1211132,0,0,1,0,32,1,3211,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9983993,6,0,0,1,0,0,1,0,0,0,3,2000,1
1,121190006,26,1211934,0,0,1,0,32,1,3211,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5239415,9,0,0,1,0,0,0,1,0,0,3,2000,1
1,121010003,47,1210111,0,0,1,0,32,1,3211,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7605391,16,1,1,0,0,0,1,0,0,0,3,2000,1
1,123200002,34,1232000,0,0,1,0,32,1,3211,0,0,0,0,0,0,0,0,0,0,0,0,0,7.418581,4,0,0,0,0,1,0,0,0,1,3,2000,1
1,120271101,28,1202711,0,0,1,0,32,2,3211,1,0,0,0,0,0,0,0,0,0,0,0,0,6.6890659,3,0,0,1,0,0,0,1,0,0,3,2000,1
1,120270001,42,1202700,0,0,1,0,32,2,3211,1,0,0,0,0,0,0,0,0,0,0,0,0,6.9077554,6,0,0,0,0,1,0,0,0,1,3,2000,1
1,122100001,47,1221000,0,0,1,0,32,1,3211,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3334231,4,0,0,0,0,1,0,0,0,1,3,2000,1
1,119020001,30,1190231,0,0,1,0,32,2,3211,1,0,0,0,0,0,0,0,0,0,0,0,0,6.3016195,9,0,1,0,0,0,1,0,0,0,3,2000,1
1,121110001,36,1211100,0,0,1,0,32,1,3211,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5645347,9,0,0,1,0,0,0,0,0,1,3,2000,1
1,124190006,29,1241931,0,0,1,0,32,1,3211,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4875736,6,0,0,1,0,0,0,1,0,0,3,2000,1
2,122160003,29,1221600,1,0,0,0,32,1,3211,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7944264,12,1,1,0,0,0,0,0,0,1,3,2000,1
1,122190002,28,1221931,0,0,1,0,32,2,3211,1,0,0,0,0,0,0,0,0,0,0,0,0,7.4310036,9,0,1,0,0,0,1,0,0,0,3,2000,1
1,123120002,35,1231200,0,0,1,0,32,1,3211,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2548285,9,0,0,1,0,0,0,0,0,1,3,2000,1
1,119020010,25,1190200,0,0,1,0,32,2,3211,1,0,0,0,0,0,0,0,0,0,0,0,0,6.1012793,3,0,1,0,0,0,0,1,0,0,3,2000,1
1,122050004,27,1220531,0,0,1,0,32,1,3211,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9297342,8,0,1,0,0,0,0,0,0,1,3,2000,1
1,121160004,30,1211600,0,0,1,0,32,1,3211,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7752557,6,0,0,1,0,0,0,0,0,1,3,2000,1
1,124050001,50,1240500,0,0,1,0,32,1,3211,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5173655,12,1,0,1,0,0,1,0,0,0,3,2000,1
1,126030002,49,1260300,0,0,1,0,32,1,3212,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8307943,1,0,0,0,0,1,0,0,0,1,4,3500,2
1,127110001,58,1271100,0,0,1,0,32,2,3212,1,0,0,0,0,0,0,0,0,0,0,0,0,7.26443,4,0,0,0,0,1,0,0,0,1,4,3500,2
1,128200001,40,1282000,0,0,1,0,32,1,3212,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8240461,6,0,1,0,0,0,1,0,0,0,4,3500,2
1,126190003,37,1261931,0,0,1,0,32,1,3212,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1419487,1,0,1,0,0,0,1,0,0,0,4,3500,2
1,127030001,38,1270300,0,0,1,0,32,2,3212,1,0,0,0,0,0,0,0,0,0,0,0,0,7.7186856,5,0,0,1,0,0,0,0,0,1,4,3500,2
1,126160001,32,1261611,0,0,1,0,32,1,3212,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3132205,6,0,0,1,0,0,0,1,0,0,4,3500,2
1,062033101,25,0620331,0,0,1,0,32,2,3212,1,0,0,0,0,0,0,0,0,0,0,0,0,7.5363641,9,0,0,1,0,0,0,1,0,0,4,3500,2
1,128010010,26,1280100,0,0,1,0,32,1,3212,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7110448,9,0,0,0,0,1,1,0,0,0,4,3500,2
1,127180001,47,1271800,0,0,1,0,32,2,3212,1,0,0,0,0,0,0,0,0,0,0,0,0,6.8432169,6,0,0,1,0,0,1,0,0,0,4,3500,2
1,125240001,37,1252400,0,0,1,0,32,2,3212,1,0,0,0,0,0,0,0,0,0,0,0,0,8.8944874,16,1,0,0,0,1,0,0,0,1,4,3500,2
1,126010005,32,1260100,0,0,1,0,32,1,3212,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4875736,6,0,0,1,0,0,0,1,0,0,4,3500,2
1,126200001,57,1262000,0,0,1,0,32,1,3212,0,0,0,0,0,0,0,0,0,0,0,0,0,7.130899,5,0,0,0,0,1,0,1,0,0,4,3500,2
1,127300001,27,1273000,0,0,1,0,32,2,3212,1,0,0,0,0,0,0,0,0,0,0,0,0,7.8240461,6,0,1,0,0,0,1,0,0,0,4,3500,2
1,126200001,57,1262011,0,0,1,0,32,1,3212,0,0,0,0,0,0,0,0,0,0,0,0,0,7.130899,5,0,0,0,0,1,0,1,0,0,4,3500,2
1,128090002,35,1280900,0,0,1,0,32,1,3212,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1338501,12,1,0,0,1,0,0,1,0,0,4,3500,2
1,127060008,37,1270600,0,0,1,0,32,2,3212,1,0,0,0,0,0,0,0,0,0,0,0,0,8.1807213,6,0,0,1,0,0,0,1,0,0,4,3500,2
1,127040003,34,1270400,0,0,1,0,32,2,3212,1,0,0,0,0,0,0,0,0,0,0,0,0,7.3132205,9,0,0,0,1,0,0,1,0,0,4,3500,2
1,126080004,26,1260800,0,0,1,0,32,1,3212,0,0,0,0,0,0,0,0,0,0,0,0,0,7.418581,6,0,0,0,0,1,0,0,0,1,4,3500,2
1,127230008,32,1272300,0,0,1,0,32,2,3212,1,0,0,0,0,0,0,0,0,0,0,0,0,7.8648682,6,0,0,1,0,0,0,1,0,0,4,3500,2
1,126010007,27,1260100,0,0,1,0,32,1,3212,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7595077,12,1,1,0,0,0,1,0,0,0,4,3500,2
1,127290001,46,1272900,0,0,1,0,32,2,3212,1,0,0,0,0,0,0,0,0,0,0,0,0,6.7254338,1,0,0,0,0,1,0,0,0,1,4,3500,2
1,128090007,32,1280900,0,0,1,0,32,1,3212,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7089043,16,1,0,0,1,0,0,1,0,0,4,3500,2
1,127010002,28,1270100,0,0,1,0,32,2,3212,1,0,0,0,0,0,0,0,0,0,0,0,0,6.0322866,6,0,0,0,0,1,0,0,0,1,4,3500,2
1,127200001,35,1272000,0,0,1,0,32,2,3212,1,0,0,0,0,0,0,0,0,0,0,0,0,7.7848253,6,0,0,0,0,1,1,0,0,0,4,3500,2
1,127040003,34,1270431,0,0,1,0,32,2,3212,1,0,0,0,0,0,0,0,0,0,0,0,0,7.3132205,9,0,0,0,1,0,0,1,0,0,4,3500,2
1,125080001,39,1250800,0,0,1,0,32,2,3212,1,0,0,0,0,0,0,0,0,0,0,0,0,8.9170876,16,1,1,0,0,0,1,0,0,0,4,3500,2
1,127160001,46,1271600,0,0,1,0,32,2,3212,1,0,0,0,0,0,0,0,0,0,0,0,0,8.2127037,6,0,0,0,0,1,0,0,0,1,4,3500,2
1,128010001,48,1280100,0,0,1,0,32,1,3212,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9294066,6,0,0,0,0,1,0,0,0,1,4,3500,2
1,127180004,26,1271800,0,0,1,0,32,2,3212,1,0,0,0,0,0,0,0,0,0,0,0,0,7.418581,6,0,0,1,0,0,0,1,0,0,4,3500,2
1,128090008,29,1280900,0,0,1,0,32,1,3212,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1998916,12,1,0,0,1,0,0,0,0,1,4,3500,2
1,128070001,50,1280700,0,0,1,0,32,1,3212,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2362595,6,0,0,1,0,0,0,0,0,1,4,3500,2
1,128090002,35,1280911,0,0,1,0,32,1,3212,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1338501,12,1,0,0,1,0,0,1,0,0,4,3500,2
1,126170001,38,1261700,0,0,1,0,32,1,3212,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9804783,16,1,0,0,1,0,0,0,1,0,4,3500,2
1,127270003,33,1272700,0,0,1,0,32,2,3212,1,0,0,0,0,0,0,0,0,0,0,0,0,7.3540425,9,0,0,1,0,0,0,1,0,0,4,3500,2
1,127140001,55,1271400,0,0,1,0,32,2,3212,1,0,0,0,0,0,0,0,0,0,0,0,0,4.9336743,1,0,1,0,0,0,0,0,0,1,4,3500,2
1,126190003,37,1261900,0,0,1,0,32,1,3212,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1419487,1,0,1,0,0,0,1,0,0,0,4,3500,2
1,126080001,53,1260800,0,0,1,0,32,1,3212,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8307943,6,0,1,0,0,0,1,0,0,0,4,3500,2
1,127220002,33,1272200,0,0,1,0,32,2,3212,1,0,0,0,0,0,0,0,0,0,0,0,0,7.0900769,5,0,1,0,0,0,0,0,0,1,4,3500,2
1,126160001,32,1261600,0,0,1,0,32,1,3212,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3132205,6,0,0,1,0,0,0,1,0,0,4,3500,2
1,127020001,39,1270200,0,0,1,0,32,2,3212,1,0,0,0,0,0,0,0,0,0,0,0,0,7.6905146,2,0,0,0,0,1,0,0,0,1,4,3500,2
1,128100003,33,1281031,0,0,1,0,32,1,3212,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6890659,12,1,0,0,1,0,0,0,1,0,4,3500,2
1,127180004,26,1271811,0,0,1,0,32,2,3212,1,0,0,0,0,0,0,0,0,0,0,0,0,7.418581,6,0,0,1,0,0,0,1,0,0,4,3500,2
1,128100003,33,1281000,0,0,1,0,32,1,3212,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6890659,12,1,0,0,1,0,0,0,1,0,4,3500,2
1,127220003,28,1272200,0,0,1,0,32,2,3212,1,0,0,0,0,0,0,0,0,0,0,0,0,7.0131159,2,0,1,0,0,0,0,0,0,1,4,3500,2
1,126010005,28,1260131,0,0,1,0,32,1,3212,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4875736,6,0,0,1,0,0,0,1,0,0,4,3500,2
1,126093101,25,1260931,0,0,1,0,32,2,3212,1,0,0,0,0,0,0,0,0,0,0,0,0,7.3540425,6,0,0,0,0,1,0,0,0,1,4,3500,2
1,127130001,37,1271300,0,0,1,0,32,2,3212,1,0,0,0,0,0,0,0,0,0,0,0,0,8.4684029,4,0,0,0,0,1,0,0,0,1,4,3500,2
1,128050001,32,1280500,0,0,1,0,32,1,3212,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8930387,9,0,0,1,0,0,0,1,0,0,4,3500,2
1,129140003,27,1291400,0,0,1,0,32,1,3213,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4875736,12,1,0,0,1,0,0,1,0,0,5,1000,0
1,129050007,34,1290500,0,0,1,0,32,1,3213,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0197906,12,1,0,1,0,0,1,0,0,0,5,1000,0
1,129010001,48,1290100,0,0,1,0,32,1,3213,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7633266,16,1,0,1,0,0,0,0,1,0,5,1000,0
1,129080001,55,1290800,0,0,1,0,32,1,3213,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5067444,6,0,0,1,0,0,0,1,0,0,5,1000,0
1,129110003,34,1291100,0,0,1,0,32,1,3213,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4218826,12,1,0,1,0,0,0,1,0,0,5,1000,0
1,129060004,28,1290600,0,0,1,0,32,1,3213,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5239415,9,0,0,1,0,0,0,1,0,0,5,1000,0
1,129050007,34,1290531,0,0,1,0,32,1,3213,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0197906,12,1,0,1,0,0,1,0,0,0,5,1000,0
1,129060004,28,1290611,0,0,1,0,32,1,3213,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5239415,9,0,0,1,0,0,0,1,0,0,5,1000,0
1,129140001,55,1291400,0,0,1,0,32,1,3213,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7254338,6,0,0,1,0,0,0,1,0,0,5,1000,0
1,129160002,35,1291600,0,0,1,0,32,1,3213,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9269261,2,0,0,0,0,1,0,0,0,1,5,1000,0
1,130060001,32,1300600,0,0,1,0,32,2,3214,1,0,0,0,0,0,0,0,0,0,0,0,0,7.3540425,9,0,0,0,0,1,0,0,0,1,.2,8500,0
1,130010003,32,1300100,0,0,1,0,32,2,3214,1,0,0,0,0,0,0,0,0,0,0,0,0,6.2554302,1,0,0,0,0,1,0,0,0,1,.2,8500,0
1,130010003,25,1300111,0,0,1,0,32,2,3214,1,0,0,0,0,0,0,0,0,0,0,0,0,6.2554302,1,0,0,0,0,1,0,0,0,1,.2,8500,0
1,130010009,42,1300100,0,0,1,0,32,2,3214,1,0,0,0,0,0,0,0,0,0,0,0,0,7.0355887,9,0,0,1,0,0,1,0,0,0,.2,8500,0
1,130290001,25,1302900,0,0,1,0,32,2,3214,1,0,0,0,0,0,0,0,0,0,0,0,0,6.5067444,5,0,1,0,0,0,0,0,0,1,.2,8500,0
1,131100003,30,1311000,0,0,1,0,32,1,3215,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3540425,8,0,0,1,0,0,0,1,0,0,1,4000,.0099999998
1,131112201,42,1311122,0,0,1,0,32,2,3215,1,0,0,0,0,0,0,0,0,0,0,0,0,8.5306158,16,1,0,1,0,0,0,1,0,0,1,4000,.0099999998
1,131120001,31,1311200,0,0,1,0,32,1,3215,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1187887,6,0,0,1,0,0,0,1,0,0,1,4000,.0099999998
1,131130003,26,1311300,0,0,1,0,32,1,3215,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6225538,12,1,0,0,1,0,0,0,1,0,1,4000,.0099999998
1,131140002,29,1311400,0,0,1,0,32,1,3215,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0821085,9,0,0,1,0,0,0,0,0,1,1,4000,.0099999998
1,131180001,44,1311800,0,0,1,0,32,1,3215,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8930387,6,0,0,1,0,0,0,0,0,1,1,4000,.0099999998
1,131110007,33,1311121,0,0,1,0,32,1,3215,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3132205,9,0,0,1,0,0,0,0,0,1,1,4000,.0099999998
1,131110007,33,1311100,0,0,1,0,32,1,3215,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3132205,9,0,0,1,0,0,0,0,0,1,1,4000,.0099999998
1,131170002,41,1311712,0,0,1,0,32,1,3215,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5239415,4,0,1,0,0,0,0,0,0,1,1,4000,.0099999998
1,131130003,26,1311331,0,0,1,0,32,1,3215,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6225538,12,1,0,0,1,0,0,0,1,0,1,4000,.0099999998
1,131010007,29,1310100,0,0,1,0,32,1,3215,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1294503,12,1,0,0,1,0,0,0,0,1,1,4000,.0099999998
1,131080001,55,1310800,0,0,1,0,32,1,3215,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6164064,12,1,1,0,0,0,0,0,0,1,1,4000,.0099999998
1,131200001,50,1312000,0,0,1,0,32,1,3215,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2962828,12,1,0,1,0,0,0,1,0,0,1,4000,.0099999998
1,131103201,30,1311032,0,0,1,0,32,1,3215,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0821085,8,0,0,1,0,0,0,1,0,0,1,4000,.0099999998
1,131170002,41,1311700,0,0,1,0,32,1,3215,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5239415,4,0,1,0,0,0,0,0,0,1,1,4000,.0099999998
1,131100003,30,1311031,0,0,1,0,32,1,3215,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3540425,8,0,0,1,0,0,0,1,0,0,1,4000,.0099999998
1,131070001,50,1310700,0,0,1,0,32,1,3215,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9671469,12,1,0,0,1,0,0,1,0,0,1,4000,.0099999998
1,133150004,27,1331500,0,0,1,0,32,2,3216,1,0,0,0,0,0,0,0,0,0,0,0,0,7.6053567,6,0,0,1,0,0,0,1,0,0,3,1000,.2
1,133080001,48,1330800,0,0,1,0,32,2,3216,1,0,0,0,0,0,0,0,0,0,0,0,0,6.640276,5,0,1,0,0,0,1,0,0,0,3,1000,.2
1,133010001,42,1330100,0,0,1,0,32,2,3216,1,0,0,0,0,0,0,0,0,0,0,0,0,8.922658,12,1,0,0,1,0,0,0,1,0,3,1000,.2
1,132130005,26,1321300,0,0,1,0,32,1,3216,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0471897,12,1,0,0,0,1,0,1,0,0,3,1000,.2
1,133050005,27,1330500,0,0,1,0,32,2,3216,1,0,0,0,0,0,0,0,0,0,0,0,0,7.6417246,6,0,0,0,0,1,0,1,0,0,3,1000,.2
1,133030001,58,1330331,0,0,1,0,32,2,3216,1,0,0,0,0,0,0,0,0,0,0,0,0,6.2836008,5,0,0,1,0,0,0,0,0,1,3,1000,.2
1,132090003,28,1320900,0,0,1,0,32,1,3216,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1807213,12,1,0,0,0,1,0,0,0,1,3,1000,.2
1,132120002,37,1321200,0,0,1,0,32,1,3216,0,0,0,0,0,0,0,0,0,0,0,0,0,7.454299,12,1,1,0,0,0,0,0,0,1,3,1000,.2
1,133060001,35,1330600,0,0,1,0,32,2,3216,1,0,0,0,0,0,0,0,0,0,0,0,0,7.8648682,6,0,0,0,0,1,0,0,0,1,3,1000,.2
1,132140009,52,1321400,0,0,1,0,32,2,3216,1,0,0,0,0,0,0,0,0,0,0,0,0,8.1807213,12,1,0,0,0,1,0,0,0,1,3,1000,.2
1,150130003,25,1501331,0,0,1,0,32,1,3216,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2295113,12,1,0,0,1,0,0,0,1,0,3,1000,.2
1,099081201,26,0990812,0,0,1,0,32,2,3216,1,0,0,0,0,0,0,0,0,0,0,0,0,7.26443,9,0,0,1,0,0,0,1,0,0,3,1000,.2
1,132180001,32,1321800,0,0,1,0,32,2,3216,1,0,0,0,0,0,0,0,0,0,0,0,0,6.1012793,11,1,0,0,1,0,0,0,1,0,3,1000,.2
1,132110001,39,1321100,0,0,1,0,32,1,3216,0,0,0,0,0,0,0,0,0,0,0,0,0,7.171721,12,1,0,1,0,0,1,0,0,0,3,1000,.2
1,132020003,26,1320200,0,0,1,0,32,1,3216,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1351666,5,0,0,1,0,0,1,0,0,0,3,1000,.2
1,132080001,33,1320800,0,0,1,0,32,2,3216,1,0,0,0,0,0,0,0,0,0,0,0,0,8.0937099,12,1,0,0,1,0,0,0,1,0,3,1000,.2
1,132090009,34,1320900,0,0,1,0,32,1,3216,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7595077,12,1,0,0,1,0,0,1,0,0,3,1000,.2
1,133020001,54,1330200,0,0,1,0,32,2,3216,1,0,0,0,0,0,0,0,0,0,0,0,0,8.1525497,6,0,0,0,0,1,0,0,0,1,3,1000,.2
1,133030001,52,1330300,0,0,1,0,32,2,3216,1,0,0,0,0,0,0,0,0,0,0,0,0,6.2836008,5,0,0,1,0,0,0,0,0,1,3,1000,.2
1,132200001,47,1322000,0,0,1,0,32,2,3216,1,0,0,0,0,0,0,0,0,0,0,0,0,10.388995,16,1,0,0,1,0,0,0,1,0,3,1000,.2
1,133070001,37,1330700,0,0,1,0,32,2,3216,1,0,0,0,0,0,0,0,0,0,0,0,0,7.8648682,9,0,0,0,0,1,0,1,0,0,3,1000,.2
1,132020003,26,1320231,0,0,1,0,32,2,3216,1,0,0,0,0,0,0,0,0,0,0,0,0,4.1351666,5,0,0,1,0,0,1,0,0,0,3,1000,.2
1,158150001,47,1581531,0,0,1,0,32,1,3216,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1458015,12,1,0,0,1,0,0,0,1,0,3,1000,.2
1,135010004,32,1350100,0,0,1,0,32,1,3217,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2362595,12,1,0,1,0,0,1,0,0,0,4.5,7500,.0099999998
1,138250003,27,1382511,0,0,1,0,32,2,3217,1,0,0,0,0,0,0,0,0,0,0,0,0,7.1998916,9,0,1,0,0,0,1,0,0,0,4.5,7500,.0099999998
1,138230001,48,1382300,0,0,1,0,32,2,3217,1,0,0,0,0,0,0,0,0,0,0,0,0,8.8416891,16,1,0,1,0,0,0,1,0,0,4.5,7500,.0099999998
1,135140003,33,1351400,0,0,1,0,32,1,3217,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3095541,12,1,0,0,0,1,0,0,0,1,4.5,7500,.0099999998
1,181272101,26,1812721,0,0,1,0,32,1,3217,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7601395,12,1,0,0,1,0,0,0,1,0,4.5,7500,.0099999998
1,135050001,38,1350500,0,0,1,0,32,1,3217,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3889613,12,1,0,1,0,0,0,0,0,1,4.5,7500,.0099999998
1,136241201,28,1362431,0,0,1,0,32,2,3217,1,0,0,0,0,0,0,0,0,0,0,0,0,8.7307673,6,0,0,0,0,1,0,0,0,1,4.5,7500,.0099999998
1,078200001,36,0782000,0,0,1,0,32,1,3217,0,0,0,0,0,0,0,0,0,0,0,0,0,7.508193,12,1,1,0,0,0,1,0,0,0,4.5,7500,.0099999998
1,136150001,34,1361500,0,0,1,0,32,2,3217,1,0,0,0,0,0,0,0,0,0,0,0,0,6.9026403,3,0,1,0,0,0,0,0,0,1,4.5,7500,.0099999998
