ar15,pidlink,ar09,hhid00,protestant,catholic,muslim,religion_other,sc01,sc05,commid00,rural,n_sumatra,w_sumatra,s_sumatra,lampung,jakarta,c_java,yogyakarta,e_java,bali,w_nussa_tengara,s_kalimanthan,s_sulawesi,lwages,edu,upsec,une_p,ele_p,sec_p,missing_p,une_m,ele_m,sec_m,missing_m,dist_sec,exp,dist_health
1,046170003,40,0461711,0,0,1,0,16,2,1603,1,0,0,1,0,0,0,0,0,0,0,0,0,8.3836622,6,0,0,1,0,0,0,1,0,0,1,3500,1
1,046050003,30,0460521,0,0,1,0,16,1,1603,0,0,0,1,0,0,0,0,0,0,0,0,0,6.7944264,12,1,0,0,1,0,0,1,0,0,1,3500,1
5,044300001,57,0443000,0,0,0,1,16,2,1603,1,0,0,1,0,0,0,0,0,0,0,0,0,7.9575772,6,0,0,0,0,1,0,0,0,1,1,3500,1
1,044130005,34,0441300,0,0,1,0,16,2,1603,1,0,0,1,0,0,0,0,0,0,0,0,0,7.0606947,6,0,0,0,0,1,0,0,0,1,1,3500,1
1,045230001,33,0452300,0,0,1,0,16,2,1603,1,0,0,1,0,0,0,0,0,0,0,0,0,7.3444729,6,0,0,0,0,1,1,0,0,0,1,3500,1
1,046050009,27,0460500,0,0,1,0,16,1,1603,0,0,0,1,0,0,0,0,0,0,0,0,0,5.7980933,6,0,1,0,0,0,0,0,1,0,1,3500,1
1,044140001,32,0441400,0,0,1,0,16,2,1603,1,0,0,1,0,0,0,0,0,0,0,0,0,8.2007685,12,1,0,0,1,0,0,0,1,0,1,3500,1
1,045030002,32,0450300,0,0,1,0,16,2,1603,1,0,0,1,0,0,0,0,0,0,0,0,0,6.5712829,12,1,1,0,0,0,0,0,0,1,1,3500,1
1,044060001,31,0440600,0,0,1,0,16,2,1603,1,0,0,1,0,0,0,0,0,0,0,0,0,6.1965895,5,0,0,0,1,0,0,0,1,0,1,3500,1
1,046200004,25,0462031,0,0,1,0,16,1,1603,0,0,0,1,0,0,0,0,0,0,0,0,0,8.0078545,12,1,0,1,0,0,0,1,0,0,1,3500,1
1,046182103,36,0461821,0,0,1,0,16,1,1603,0,0,0,1,0,0,0,0,0,0,0,0,0,8.5171928,12,1,0,0,0,1,0,0,0,1,1,3500,1
1,046190004,29,0461900,0,0,1,0,16,1,1603,0,0,0,1,0,0,0,0,0,0,0,0,0,7.3052521,12,1,0,1,0,0,0,0,0,1,1,3500,1
1,046060003,29,0460600,0,0,1,0,16,1,1603,0,0,0,1,0,0,0,0,0,0,0,0,0,7.6009026,12,1,0,0,1,0,0,1,0,0,1,3500,1
1,044050001,38,0440500,0,0,1,0,16,2,1603,1,0,0,1,0,0,0,0,0,0,0,0,0,6.7944264,6,0,1,0,0,0,0,0,0,1,1,3500,1
1,046160001,39,0461600,0,0,1,0,16,1,1603,0,0,0,1,0,0,0,0,0,0,0,0,0,7.2670312,1,0,1,0,0,0,0,0,0,1,1,3500,1
1,046170003,40,0461700,0,0,1,0,16,1,1603,0,0,0,1,0,0,0,0,0,0,0,0,0,8.3836622,6,0,0,1,0,0,0,1,0,0,1,3500,1
1,046110001,49,0461100,0,0,1,0,16,1,1603,0,0,0,1,0,0,0,0,0,0,0,0,0,8.3954964,6,0,0,1,0,0,0,1,0,0,1,3500,1
1,046050003,30,0460500,0,0,1,0,16,1,1603,0,0,0,1,0,0,0,0,0,0,0,0,0,6.7944264,12,1,0,0,1,0,0,1,0,0,1,3500,1
1,045290003,28,0452900,0,0,1,0,16,2,1603,1,0,0,1,0,0,0,0,0,0,0,0,0,8.0471897,9,0,1,0,0,0,0,1,0,0,1,3500,1
1,046130001,41,0461300,0,0,1,0,16,1,1603,0,0,0,1,0,0,0,0,0,0,0,0,0,8.5171928,9,0,0,0,1,0,0,1,0,0,1,3500,1
1,045273101,26,0452731,0,0,1,0,16,2,1603,1,0,0,1,0,0,0,0,0,0,0,0,0,7.0355887,12,1,0,1,0,0,0,1,0,0,1,3500,1
1,044080001,36,0440800,0,0,1,0,16,2,1603,1,0,0,1,0,0,0,0,0,0,0,0,0,7.6417246,12,1,1,0,0,0,1,0,0,0,1,3500,1
2,046060003,29,0460632,1,0,0,0,16,1,1603,0,0,0,1,0,0,0,0,0,0,0,0,0,7.6009026,12,1,0,0,1,0,0,1,0,0,1,3500,1
1,046080001,34,0460800,0,0,1,0,16,1,1603,0,0,0,1,0,0,0,0,0,0,0,0,0,8.7403364,12,1,0,0,0,1,0,0,0,1,1,3500,1
1,046190001,35,0461900,0,0,1,0,16,1,1603,0,0,0,1,0,0,0,0,0,0,0,0,0,8.9344931,12,1,0,1,0,0,1,0,0,0,1,3500,1
1,044240001,46,0442400,0,0,1,0,16,2,1603,1,0,0,1,0,0,0,0,0,0,0,0,0,7.3540425,8,0,0,1,0,0,0,0,0,1,1,3500,1
1,046101108,32,0461011,0,0,1,0,16,1,1603,0,0,0,1,0,0,0,0,0,0,0,0,0,7.9294066,16,1,0,0,1,0,0,0,1,0,1,3500,1
1,046170005,26,0461700,0,0,1,0,16,1,1603,0,0,0,1,0,0,0,0,0,0,0,0,0,7.3540425,12,1,0,1,0,0,0,1,0,0,1,3500,1
1,045020002,29,0450200,0,0,1,0,16,2,1603,1,0,0,1,0,0,0,0,0,0,0,0,0,7.171721,12,1,0,1,0,0,0,0,0,1,1,3500,1
1,046030001,34,0460300,0,0,1,0,16,1,1603,0,0,0,1,0,0,0,0,0,0,0,0,0,8.5171928,6,0,0,1,0,0,0,0,0,1,1,3500,1
1,044090001,40,0440900,0,0,1,0,16,2,1603,1,0,0,1,0,0,0,0,0,0,0,0,0,7.5292463,12,1,0,0,1,0,0,0,1,0,1,3500,1
1,044263101,38,0442631,0,0,1,0,16,2,1603,1,0,0,1,0,0,0,0,0,0,0,0,0,7.8240461,11,1,1,0,0,0,1,0,0,0,1,3500,1
1,046040001,36,0460400,0,0,1,0,16,1,1603,0,0,0,1,0,0,0,0,0,0,0,0,0,9.0027008,9,0,0,0,1,0,0,1,0,0,1,3500,1
1,045290003,30,0452931,0,0,1,0,16,2,1603,1,0,0,1,0,0,0,0,0,0,0,0,0,8.0471897,9,0,1,0,0,0,0,1,0,0,1,3500,1
1,046050003,30,0460531,0,0,1,0,16,1,1603,0,0,0,1,0,0,0,0,0,0,0,0,0,6.7944264,12,1,0,0,1,0,0,1,0,0,1,3500,1
1,044250001,45,0442500,0,0,1,0,16,2,1603,1,0,0,1,0,0,0,0,0,0,0,0,0,7.26443,9,0,0,0,0,1,0,0,0,1,1,3500,1
1,046190004,29,0461931,0,0,1,0,16,1,1603,0,0,0,1,0,0,0,0,0,0,0,0,0,7.3052521,12,1,0,1,0,0,0,0,0,1,1,3500,1
1,048290001,53,0482900,0,0,1,0,16,2,1604,1,0,0,1,0,0,0,0,0,0,0,0,0,6.8432169,1,0,1,0,0,0,0,0,0,1,.5,2100,0
1,047170001,58,0471700,0,0,1,0,16,2,1604,1,0,0,1,0,0,0,0,0,0,0,0,0,7.8240461,4,0,0,0,0,1,0,0,0,1,.5,2100,0
1,047060001,50,0470600,0,0,1,0,16,2,1604,1,0,0,1,0,0,0,0,0,0,0,0,0,7.130899,6,0,0,0,0,1,0,0,0,1,.5,2100,0
1,047210001,43,0472100,0,0,1,0,16,2,1604,1,0,0,1,0,0,0,0,0,0,0,0,0,9.7409687,14,1,1,0,0,0,0,0,0,1,.5,2100,0
1,046131103,41,0461311,0,0,1,0,16,2,1604,1,0,0,1,0,0,0,0,0,0,0,0,0,6.7254338,5,0,0,0,0,1,0,0,0,1,.5,2100,0
1,047200001,40,0472000,0,0,1,0,16,2,1604,1,0,0,1,0,0,0,0,0,0,0,0,0,6.6890659,3,0,1,0,0,0,0,0,0,1,.5,2100,0
1,048200001,47,0482000,0,0,1,0,16,2,1604,1,0,0,1,0,0,0,0,0,0,0,0,0,8.5580149,16,1,0,0,0,1,0,0,0,1,.5,2100,0
1,050062101,32,0500621,0,0,1,0,16,2,1604,1,0,0,1,0,0,0,0,0,0,0,0,0,7.495542,16,1,0,0,1,0,0,0,1,0,.5,2100,0
1,047230001,43,0472300,0,0,1,0,16,2,1604,1,0,0,1,0,0,0,0,0,0,0,0,0,7.3932629,9,0,1,0,0,0,0,0,0,1,.5,2100,0
1,047280003,27,0472811,0,0,1,0,16,2,1604,1,0,0,1,0,0,0,0,0,0,0,0,0,7.4875736,7,0,1,0,0,0,1,0,0,0,.5,2100,0
1,047280003,27,0472800,0,0,1,0,16,2,1604,1,0,0,1,0,0,0,0,0,0,0,0,0,7.4875736,7,0,1,0,0,0,1,0,0,0,.5,2100,0
1,047160003,27,0471600,0,0,1,0,16,2,1604,1,0,0,1,0,0,0,0,0,0,0,0,0,7.418581,8,0,0,0,0,1,0,0,0,1,.5,2100,0
1,049140001,48,0491400,0,0,1,0,16,1,1605,0,0,0,1,0,0,0,0,0,0,0,0,0,6.9195895,12,1,1,0,0,0,1,0,0,0,.5,600,0
1,049130001,32,0491300,0,0,1,0,16,2,1605,1,0,0,1,0,0,0,0,0,0,0,0,0,9.2103405,16,1,0,1,0,0,0,1,0,0,.5,600,0
1,049120001,40,0491200,0,0,1,0,16,1,1605,0,0,0,1,0,0,0,0,0,0,0,0,0,8.7403364,12,1,0,1,0,0,0,0,0,1,.5,600,0
1,049190016,29,0491900,0,0,1,0,16,1,1605,0,0,0,1,0,0,0,0,0,0,0,0,0,7.2362595,16,1,0,0,1,0,0,0,1,0,.5,600,0
1,050080013,30,0500800,0,0,1,0,16,1,1606,0,0,0,1,0,0,0,0,0,0,0,0,0,8.5171928,12,1,0,1,0,0,1,0,0,0,.5,2000,.5
1,050140009,36,0501400,0,0,1,0,16,2,1606,1,0,0,1,0,0,0,0,0,0,0,0,0,7.8648682,16,1,0,0,1,0,0,0,1,0,.5,2000,.5
1,050130001,47,0501300,0,0,1,0,16,1,1606,0,0,0,1,0,0,0,0,0,0,0,0,0,9.1458015,12,1,0,1,0,0,0,0,1,0,.5,2000,.5
1,050160003,31,0501600,0,0,1,0,16,1,1606,0,0,0,1,0,0,0,0,0,0,0,0,0,9.5388441,16,1,0,0,1,0,0,0,1,0,.5,2000,.5
1,050160001,53,0501600,0,0,1,0,16,1,1606,0,0,0,1,0,0,0,0,0,0,0,0,0,8.5171928,9,0,0,1,0,0,0,0,0,1,.5,2000,.5
1,050430001,37,0504300,0,0,1,0,16,1,1606,0,0,0,1,0,0,0,0,0,0,0,0,0,9.5287943,16,1,0,0,0,1,0,0,1,0,.5,2000,.5
1,052050001,37,0520500,0,0,1,0,16,2,1606,1,0,0,1,0,0,0,0,0,0,0,0,0,8.3502531,9,0,0,1,0,0,1,0,0,0,.5,2000,.5
2,007070003,27,0070721,1,0,0,0,16,2,1606,1,0,0,1,0,0,0,0,0,0,0,0,0,7.6972942,12,1,0,1,0,0,0,1,0,0,.5,2000,.5
1,050430004,33,0504300,0,0,1,0,16,1,1606,0,0,0,1,0,0,0,0,0,0,0,0,0,9.3611631,16,1,1,0,0,0,0,0,1,0,.5,2000,.5
1,042290003,30,0422900,0,0,1,0,16,2,1606,1,0,0,1,0,0,0,0,0,0,0,0,0,6.3889613,6,0,0,1,0,0,0,0,0,1,.5,2000,.5
1,050080007,25,0500800,0,0,1,0,16,1,1606,0,0,0,1,0,0,0,0,0,0,0,0,0,7.508193,14,1,0,0,0,1,0,0,0,1,.5,2000,.5
1,050100001,53,0501000,0,0,1,0,16,1,1606,0,0,0,1,0,0,0,0,0,0,0,0,0,9.4743061,12,1,0,1,0,0,0,1,0,0,.5,2000,.5
1,050090001,51,0500900,0,0,1,0,16,1,1606,0,0,0,1,0,0,0,0,0,0,0,0,0,9.1458015,12,1,0,1,0,0,0,1,0,0,.5,2000,.5
1,050040001,46,0500400,0,0,1,0,16,1,1606,0,0,0,1,0,0,0,0,0,0,0,0,0,9.0768089,12,1,0,0,0,1,0,1,0,0,.5,2000,.5
1,051100001,41,0511000,0,0,1,0,16,1,1608,0,0,0,1,0,0,0,0,0,0,0,0,0,8.5171928,16,1,0,0,1,0,0,1,0,0,5,1250,.1
5,051010002,28,0510100,0,0,0,1,16,1,1608,0,0,0,1,0,0,0,0,0,0,0,0,0,7.26443,8,0,0,0,1,0,0,0,0,1,5,1250,.1
1,054173101,30,0541731,0,0,1,0,16,1,1608,0,0,0,1,0,0,0,0,0,0,0,0,0,7.9601784,12,1,0,0,1,0,0,1,0,0,5,1250,.1
1,051170001,42,0511700,0,0,1,0,16,1,1608,0,0,0,1,0,0,0,0,0,0,0,0,0,7.2231741,6,0,0,1,0,0,1,0,0,0,5,1250,.1
1,051160001,43,0511600,0,0,1,0,16,1,1608,0,0,0,1,0,0,0,0,0,0,0,0,0,7.1998916,6,0,1,0,0,0,1,0,0,0,5,1250,.1
5,051030001,36,0510300,0,0,0,1,16,2,1608,1,0,0,1,0,0,0,0,0,0,0,0,0,8.1117277,9,0,1,0,0,0,1,0,0,0,5,1250,.1
1,051140001,42,0511400,0,0,1,0,16,1,1608,0,0,0,1,0,0,0,0,0,0,0,0,0,10.506779,6,0,1,0,0,0,1,0,0,0,5,1250,.1
1,051040001,41,0510400,0,0,1,0,16,2,1608,1,0,0,1,0,0,0,0,0,0,0,0,0,8.3836622,12,1,1,0,0,0,1,0,0,0,5,1250,.1
1,051180001,37,0511800,0,0,1,0,16,1,1608,0,0,0,1,0,0,0,0,0,0,0,0,0,7.6417246,9,0,0,1,0,0,0,0,0,1,5,1250,.1
5,051020004,29,0510200,0,0,0,1,16,1,1608,0,0,0,1,0,0,0,0,0,0,0,0,0,7.0508561,8,0,0,0,0,1,0,0,0,1,5,1250,.1
5,051080001,48,0510800,0,0,0,1,16,1,1608,0,0,0,1,0,0,0,0,0,0,0,0,0,7.7062631,5,0,0,0,0,1,0,0,0,1,5,1250,.1
1,056103102,40,0561031,0,0,1,0,18,1,1802,0,0,0,0,1,0,0,0,0,0,0,0,0,8.6757984,16,1,0,0,1,0,0,0,0,1,.1,800,0
1,056030003,25,0560300,0,0,1,0,18,1,1802,0,0,0,0,1,0,0,0,0,0,0,0,0,7.1998916,9,0,0,0,0,1,0,0,0,1,.1,800,0
1,056090013,31,0560931,0,0,1,0,18,1,1802,0,0,0,0,1,0,0,0,0,0,0,0,0,6.5431123,6,0,1,0,0,0,1,0,0,0,.1,800,0
1,056100003,29,0561000,0,0,1,0,18,1,1802,0,0,0,0,1,0,0,0,0,0,0,0,0,7.9983993,9,0,0,0,0,1,0,0,0,1,.1,800,0
1,056090013,31,0560900,0,0,1,0,18,1,1802,0,0,0,0,1,0,0,0,0,0,0,0,0,6.5431123,6,0,1,0,0,0,1,0,0,0,.1,800,0
1,056140004,49,0561400,0,0,1,0,18,1,1802,0,0,0,0,1,0,0,0,0,0,0,0,0,9.2793331,6,0,1,0,0,0,0,0,0,1,.1,800,0
1,056080001,42,0560800,0,0,1,0,18,1,1802,0,0,0,0,1,0,0,0,0,0,0,0,0,6.9485774,6,0,1,0,0,0,1,0,0,0,.1,800,0
1,056130001,40,0561300,0,0,1,0,18,1,1802,0,0,0,0,1,0,0,0,0,0,0,0,0,9.0886431,16,1,0,1,0,0,0,1,0,0,.1,800,0
1,056110001,45,0561100,0,0,1,0,18,1,1802,0,0,0,0,1,0,0,0,0,0,0,0,0,9.0970116,6,0,0,0,1,0,0,0,0,1,.1,800,0
1,057160001,39,0571600,0,0,1,0,18,2,1803,1,0,0,0,1,0,0,0,0,0,0,0,0,8.3348713,6,0,0,0,0,1,0,0,0,1,.40000001,8000,.40000001
1,041442101,47,0414421,0,0,1,0,18,2,1803,1,0,0,0,1,0,0,0,0,0,0,0,0,7.0619059,12,1,0,1,0,0,0,0,0,1,.40000001,8000,.40000001
1,057240006,37,0572400,0,0,1,0,18,2,1803,1,0,0,0,1,0,0,0,0,0,0,0,0,6.9289575,9,0,0,0,0,1,0,0,0,1,.40000001,8000,.40000001
1,057220001,41,0572200,0,0,1,0,18,2,1803,1,0,0,0,1,0,0,0,0,0,0,0,0,7.2179103,9,0,1,0,0,0,1,0,0,0,.40000001,8000,.40000001
1,057070009,26,0570700,0,0,1,0,18,2,1803,1,0,0,0,1,0,0,0,0,0,0,0,0,7.7388883,6,0,1,0,0,0,1,0,0,0,.40000001,8000,.40000001
1,057210005,48,0572100,0,0,1,0,18,2,1803,1,0,0,0,1,0,0,0,0,0,0,0,0,7.6417246,12,1,1,0,0,0,0,0,0,1,.40000001,8000,.40000001
1,065020001,33,0650200,0,0,1,0,18,2,1803,1,0,0,0,1,0,0,0,0,0,0,0,0,7.5267944,6,0,0,0,0,1,0,0,0,1,.40000001,8000,.40000001
1,057090001,40,0570900,0,0,1,0,18,2,1803,1,0,0,0,1,0,0,0,0,0,0,0,0,6.7944264,11,1,0,0,0,1,0,0,0,1,.40000001,8000,.40000001
1,057190001,51,0571900,0,0,1,0,18,2,1803,1,0,0,0,1,0,0,0,0,0,0,0,0,6.0116673,6,0,0,0,0,1,0,0,0,1,.40000001,8000,.40000001
1,162050002,30,1620500,0,0,1,0,18,2,1803,1,0,0,0,1,0,0,0,0,0,0,0,0,6.7944264,5,0,1,0,0,0,0,0,0,1,.40000001,8000,.40000001
1,057170001,44,0571700,0,0,1,0,18,2,1803,1,0,0,0,1,0,0,0,0,0,0,0,0,7.0457411,6,0,0,0,1,0,0,0,0,1,.40000001,8000,.40000001
1,057140001,30,0571400,0,0,1,0,18,2,1803,1,0,0,0,1,0,0,0,0,0,0,0,0,7.1998916,6,0,0,1,0,0,0,1,0,0,.40000001,8000,.40000001
1,057070006,38,0570700,0,0,1,0,18,2,1803,1,0,0,0,1,0,0,0,0,0,0,0,0,7.459403,9,0,0,0,0,1,0,0,0,1,.40000001,8000,.40000001
1,057270006,27,0572700,0,0,1,0,18,2,1803,1,0,0,0,1,0,0,0,0,0,0,0,0,7.8240461,9,0,1,0,0,0,1,0,0,0,.40000001,8000,.40000001
1,065200003,35,0652031,0,0,1,0,18,2,1804,1,0,0,0,1,0,0,0,0,0,0,0,0,7.4875736,12,1,0,1,0,0,1,0,0,0,1.5,16000,1
1,052070010,29,0520731,0,0,1,0,18,2,1804,1,0,0,0,1,0,0,0,0,0,0,0,0,6.976748,9,0,0,0,0,1,0,0,0,1,1.5,16000,1
1,059273401,27,0592734,0,0,1,0,18,2,1805,1,0,0,0,1,0,0,0,0,0,0,0,0,6.0968251,9,0,0,1,0,0,0,1,0,0,.30000001,1500,.02
1,060300001,30,0603000,0,0,1,0,18,2,1805,1,0,0,0,1,0,0,0,0,0,0,0,0,5.9834962,8,0,1,0,0,0,1,0,0,0,.30000001,1500,.02
1,059130003,25,0591300,0,0,1,0,18,2,1805,1,0,0,0,1,0,0,0,0,0,0,0,0,8.1117277,9,0,1,0,0,0,0,1,0,0,.30000001,1500,.02
1,058160003,29,0581600,0,0,1,0,18,2,1805,1,0,0,0,1,0,0,0,0,0,0,0,0,6.8814378,12,1,1,0,0,0,0,0,0,1,.30000001,1500,.02
1,058250008,30,0582511,0,0,1,0,18,2,1805,1,0,0,0,1,0,0,0,0,0,0,0,0,7.3822131,6,0,1,0,0,0,1,0,0,0,.30000001,1500,.02
1,060190003,27,0601900,0,0,1,0,18,2,1805,1,0,0,0,1,0,0,0,0,0,0,0,0,6.0604572,9,0,0,0,0,1,0,1,0,0,.30000001,1500,.02
1,059180006,26,0591800,0,0,1,0,18,2,1805,1,0,0,0,1,0,0,0,0,0,0,0,0,6.9485774,7,0,1,0,0,0,0,0,0,1,.30000001,1500,.02
1,060043101,40,0600431,0,0,1,0,18,2,1805,1,0,0,0,1,0,0,0,0,0,0,0,0,6.976748,4,0,0,0,0,1,0,0,0,1,.30000001,1500,.02
1,058160003,29,0581631,0,0,1,0,18,2,1805,1,0,0,0,1,0,0,0,0,0,0,0,0,6.8814378,12,1,1,0,0,0,0,0,0,1,.30000001,1500,.02
1,060290001,35,0602900,0,0,1,0,18,2,1805,1,0,0,0,1,0,0,0,0,0,0,0,0,5.9959188,2,0,0,0,0,1,0,0,0,1,.30000001,1500,.02
1,060190007,52,0601900,0,0,1,0,18,2,1805,1,0,0,0,1,0,0,0,0,0,0,0,0,7.8240461,6,0,1,0,0,0,0,0,0,1,.30000001,1500,.02
1,060170001,43,0601700,0,0,1,0,18,2,1805,1,0,0,0,1,0,0,0,0,0,0,0,0,9.0886431,16,1,1,0,0,0,0,0,0,1,.30000001,1500,.02
1,058130005,27,0581300,0,0,1,0,18,2,1805,1,0,0,0,1,0,0,0,0,0,0,0,0,6.927958,12,1,0,0,1,0,0,0,1,0,.30000001,1500,.02
1,058250008,30,0582500,0,0,1,0,18,2,1805,1,0,0,0,1,0,0,0,0,0,0,0,0,7.3822131,6,0,1,0,0,0,1,0,0,0,.30000001,1500,.02
1,064120001,35,0641200,0,0,1,0,18,2,1806,1,0,0,0,1,0,0,0,0,0,0,0,0,7.418581,1,0,0,0,0,1,0,0,0,1,.5,500,1
1,061040003,26,0610400,0,0,1,0,18,2,1807,1,0,0,0,1,0,0,0,0,0,0,0,0,7.7287359,3,0,0,0,0,1,0,0,0,1,3,1500,.1
1,061100003,30,0611000,0,0,1,0,18,2,1807,1,0,0,0,1,0,0,0,0,0,0,0,0,8.5171928,9,0,1,0,0,0,1,0,0,0,3,1500,.1
1,061113102,26,0611131,0,0,1,0,18,2,1807,1,0,0,0,1,0,0,0,0,0,0,0,0,7.4875736,7,0,0,0,1,0,0,0,0,1,3,1500,.1
1,061220001,38,0612200,0,0,1,0,18,2,1807,1,0,0,0,1,0,0,0,0,0,0,0,0,7.4493527,12,1,1,0,0,0,1,0,0,0,3,1500,.1
1,061040003,26,0610431,0,0,1,0,18,2,1807,1,0,0,0,1,0,0,0,0,0,0,0,0,7.7287359,3,0,0,0,0,1,0,0,0,1,3,1500,.1
1,061160001,46,0611600,0,0,1,0,18,2,1807,1,0,0,0,1,0,0,0,0,0,0,0,0,7.8240461,2,0,0,0,0,1,0,0,0,1,3,1500,.1
1,107232101,31,1072321,0,0,1,0,32,2,3201,1,0,0,0,0,0,0,0,0,0,0,0,0,8.1807213,16,1,1,0,0,0,1,0,0,0,.1,1000,0
1,107260004,34,1072600,0,0,1,0,32,2,3201,1,0,0,0,0,0,0,0,0,0,0,0,0,8.3915672,12,1,0,1,0,0,0,1,0,0,.1,1000,0
1,107070003,30,1070700,0,0,1,0,32,2,3201,1,0,0,0,0,0,0,0,0,0,0,0,0,7.3007979,6,0,0,1,0,0,0,1,0,0,.1,1000,0
1,107290001,42,1072900,0,0,1,0,32,2,3201,1,0,0,0,0,0,0,0,0,0,0,0,0,6.3889613,6,0,0,0,0,1,0,0,0,1,.1,1000,0
1,017140004,27,0171430,0,0,1,0,32,1,3201,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0471897,12,1,0,1,0,0,1,0,0,0,.1,1000,0
1,107140001,38,1071400,0,0,1,0,32,2,3201,1,0,0,0,0,0,0,0,0,0,0,0,0,6.976748,3,0,0,0,0,1,0,0,0,1,.1,1000,0
1,107280006,25,1072800,0,0,1,0,32,2,3201,1,0,0,0,0,0,0,0,0,0,0,0,0,8.2703333,6,0,0,0,0,1,0,0,0,1,.1,1000,0
1,107063201,27,1070632,0,0,1,0,32,2,3201,1,0,0,0,0,0,0,0,0,0,0,0,0,7.0821085,6,0,0,0,0,1,0,0,0,1,.1,1000,0
1,107281101,25,1072800,0,0,1,0,32,2,3201,1,0,0,0,0,0,0,0,0,0,0,0,0,6.5022902,5,0,1,0,0,0,0,0,0,1,.1,1000,0
1,107190008,32,1071900,0,0,1,0,32,2,3201,1,0,0,0,0,0,0,0,0,0,0,0,0,5.7727752,6,0,0,0,0,1,0,0,0,1,.1,1000,0
1,109070001,57,1090700,0,0,1,0,32,2,3203,1,0,0,0,0,0,0,0,0,0,0,0,0,7.1998916,5,0,0,0,0,1,1,0,0,0,5,500,0
1,109240009,53,1092400,0,0,1,0,32,2,3203,1,0,0,0,0,0,0,0,0,0,0,0,0,7.2850494,6,0,0,0,0,1,0,0,0,1,5,500,0
1,075140005,31,0751432,0,0,1,0,32,1,3203,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5580149,16,1,0,0,1,0,0,0,1,0,5,500,0
1,150080001,38,1500800,0,0,1,0,32,2,3203,1,0,0,0,0,0,0,0,0,0,0,0,0,8.2013407,12,1,0,0,1,0,0,1,0,0,5,500,0
1,077480004,25,0774800,0,0,1,0,32,1,3203,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2280626,12,1,0,1,0,0,0,0,0,1,5,500,0
1,303010001,33,3030100,0,0,1,0,32,1,3203,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3931408,12,1,0,0,1,0,0,1,0,0,5,500,0
1,109280003,32,1092800,0,0,1,0,32,2,3203,1,0,0,0,0,0,0,0,0,0,0,0,0,6.4377518,6,0,0,0,0,1,0,0,0,1,5,500,0
1,109140010,45,1091400,0,0,1,0,32,2,3203,1,0,0,0,0,0,0,0,0,0,0,0,0,8.0046301,6,0,0,0,0,1,0,0,0,1,5,500,0
1,109130001,59,1091300,0,0,1,0,32,2,3203,1,0,0,0,0,0,0,0,0,0,0,0,0,9.4334841,12,1,1,0,0,0,1,0,0,0,5,500,0
1,082030001,58,0820311,0,0,1,0,32,2,3203,1,0,0,0,0,0,0,0,0,0,0,0,0,8.0471897,6,0,0,0,0,1,0,0,0,1,5,500,0
1,071040001,37,0710400,0,0,1,0,32,1,3203,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3348713,12,1,1,0,0,0,1,0,0,0,5,500,0
1,109200007,39,1092000,0,0,1,0,32,2,3203,1,0,0,0,0,0,0,0,0,0,0,0,0,7.1590695,6,0,1,0,0,0,0,0,0,1,5,500,0
1,067040009,30,0670431,0,0,1,0,32,2,3203,1,0,0,0,0,0,0,0,0,0,0,0,0,8.5580149,12,1,1,0,0,0,0,1,0,0,5,500,0
1,296160001,48,2961621,0,0,1,0,32,2,3203,1,0,0,0,0,0,0,0,0,0,0,0,0,7.8648682,12,1,1,0,0,0,1,0,0,0,5,500,0
1,108193101,30,1081931,0,0,1,0,32,1,3203,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2362595,12,1,0,1,0,0,0,1,0,0,5,500,0
1,109280007,37,1092811,0,0,1,0,32,1,3203,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9485774,6,0,0,1,0,0,1,0,0,0,5,500,0
1,147150001,35,1471500,0,0,1,0,32,1,3203,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4038649,12,1,0,1,0,0,0,1,0,0,5,500,0
1,148123101,34,1481231,0,0,1,0,32,2,3203,1,0,0,0,0,0,0,0,0,0,0,0,0,7.8648682,9,0,0,1,0,0,0,1,0,0,5,500,0
1,082040004,38,0820411,0,0,1,0,32,2,3203,1,0,0,0,0,0,0,0,0,0,0,0,0,7.9575772,9,0,1,0,0,0,0,0,0,1,5,500,0
1,062200002,26,0622031,0,0,1,0,32,2,3203,1,0,0,0,0,0,0,0,0,0,0,0,0,8.1381617,9,0,1,0,0,0,1,0,0,0,5,500,0
1,075110001,34,0751100,0,0,1,0,32,1,3203,0,0,0,0,0,0,0,0,0,0,0,0,0,8.873868,16,1,0,1,0,0,0,1,0,0,5,500,0
1,071010001,42,0710100,0,0,1,0,32,2,3203,1,0,0,0,0,0,0,0,0,0,0,0,0,7.171721,12,1,0,0,1,0,0,1,0,0,5,500,0
1,109280004,28,1092800,0,0,1,0,32,2,3203,1,0,0,0,0,0,0,0,0,0,0,0,0,6.5712829,6,0,0,0,0,1,0,0,0,1,5,500,0
1,152200003,25,1522011,0,0,1,0,32,1,3203,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8648682,12,1,0,0,1,0,0,0,1,0,5,500,0
